address,balance,lock,balance_lock,is_EVM_contract,display_address,evm_account,registrar_info,count_extrinsic,nft_amount,extra
388ca65ddda3189cbe31c41b5e0719444042cab9c28ee89c21be53d869bbc346,31151693007126383,30741895787653259,30741895787653259,False,5DLrKYDpe7a1M8QtTrVno8f9aAwWCYPk1oYS3ZV8kegd9RE2,,,130,0,
f0c4542340aaf9d2df435343c55f379aee70336b7b462a728a86f14c8717f534,31150461036292698,0,0,False,5HWPftTKL715qFBvvG48tpDaTZwuesMzsvVhASNcp8kQv2wG,,,18,0,
608fdef8777c0c9675029fe928e8f8c3d4f09944a225537569b7452445a52116,31115041614738443,31104251832824717,31104251832824717,False,5EFKC8ViP5BXkWjLYdoUpeLPwuc8BSwtZaf3ypDA9dsWyofM,,,53,0,
da0be01d13ee74aba788b70c89e9455ea3542d621770aeb2345c73842cfdee32,31114493099721556,0,0,False,5GzbpjQzn7mnp3ihmDEUPt3F2r4k26wq2ZkxAEMdbzsAW4Ut,,,3,0,
83a478b7dfcac11a711afeb5d3b1197fafa3499eb339eb836dbe49ed97a55445,31104359136565115,0,0,False,5F3JzGwbwBbzXnsPJjfB6Y8yRw8ehyDrToYdgZEmcw3PVVkm,,,15,0,
0c97bde5bba5dc32716fe6fdd0c04ecb34d29fa2513dd715eb6761e1933b7413,31080567813285142,31069056668004619,31069056668004619,False,5CMDWSrhMjEkS91ZvsvB8xzr8B2rNPsSiPTMcRHLnxqQVuun,,,10,0,
0a366d8b063036105b65bc93fa345d35548c97017bf1137f43805fcdee6fa60d,31077000000000000,0,0,False,5CJ6WDJ9QNvJsqFmZo8StPjP8ZZfxNcTAfyLKbQtRvrpaTc9,,,0,0,
6861fdfbc7bc08a386c0cb2522d808023e5a7dc57f0c936710ec26c5abd13879,31037263217727586,31030156320106023,31030156320106023,False,5ERZwsfH6hcNk5QZuAebaV7jrYoJmHMvJHD645hcLbfZwZXo,,,3,0,
512d2a329b48b9a5cd96238b9d90788c160076a1320ec02c4eb7bc2def3f2f31,31031185350501350,31020679197841092,31020679197841092,False,5Du99oXp28qNWrCsEAVTvVLeoVTC5kXu44Nd22BeNYLkfeKS,,,1,0,
ab2a962f92ff58f292c85dc4327c46881805a9223691ee778336dd6c607d76d0,31011097229513222,31000000000000000,31000000000000000,False,5Fw8hLhHv1rc6VKLQ1Sik6pRjY5LqFgkM2xvC9D8ZBGjTvZg,,,9,0,
